Invoice_Number,Date,Time,Internal_Toy_ID_Number,Toy_Item_Number,Toy_Company,Toy_Name,Suggested_Age,Units_Sold,Total_Line_Revenue,Total_COGS,Payment,Cashier_ID,Member,Coupon,Purchaser_Age,Parking_Validation
673990,2012-12-16,12:20,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.S.|880-7532,No,No,39,No
674019,2012-12-16,12:21,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,N.W.|880-6237,No,No,49,No
674050,2012-12-16,20:19,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,W.B.|880-9647,No,Yes,35,No
674055,2012-12-16,9:09,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,3,29.85,13.44,Check,N.W.|880-6237,Yes,No,39,No
674097,2012-12-17,14:18,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.S.|880-7532,No,No,35,No
674097,2012-12-17,14:18,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.S.|880-7532,No,No,35,No
674126,2012-12-17,17:33,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Cash,U.W.|880-9683,No,No,31,No
674158,2012-12-17,13:21,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.U.|880-2953,No,No,31,No
674171,2012-12-17,15:54,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Visa,D.Z.|880-1179,No,Yes,28,Yes
674195,2012-12-18,18:39,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,W.C.|880-4861,Yes,Yes,38,No
674195,2012-12-18,18:39,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,W.C.|880-4861,Yes,Yes,38,No
674195,2012-12-18,18:39,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,W.C.|880-4861,Yes,Yes,38,No
674225,2012-12-19,15:59,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.S.|880-7532,No,No,42,No
674225,2012-12-19,15:59,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,D.S.|880-7532,No,No,42,No
674266,2012-12-19,15:00,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,W.B.|880-9647,No,No,67,No
674286,2012-12-20,15:42,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,U.O.|880-3720,No,No,31,No
674286,2012-12-20,15:42,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,U.O.|880-3720,No,No,31,No
674306,2012-12-20,12:37,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Cash,A.U.|880-2167,Yes,No,24,No
674332,2012-12-20,15:12,L340/FS,340,Lego,Fire Trucks,6 and up,4,139.8,79.68,Cash,D.W.|880-7199,No,No,37,No
674363,2012-12-21,9:21,L197/FS,199,Duplo,Scooter,4 and up,2,9.9,5.04,Cash,V.W.|880-4523,No,No,18,No
674363,2012-12-21,9:21,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,V.W.|880-4523,No,No,18,No
674377,2012-12-22,8:25,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,D.S.|880-7532,No,No,30,Yes
674377,2012-12-22,8:25,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,D.S.|880-7532,No,No,30,Yes
674404,2012-12-22,12:22,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,L.W.|880-4986,No,No,34,Yes
674404,2012-12-22,12:22,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,L.W.|880-4986,No,No,34,Yes
674410,2012-12-22,11:48,D255/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Cash,D.W.|880-7199,No,No,27,No
674410,2012-12-22,11:48,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.W.|880-7199,No,No,27,No
674444,2012-12-23,16:10,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,Y.P.|880-6894,Yes,No,30,No
674445,2012-12-23,15:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Discover,W.B.|880-9647,No,No,56,No
674445,2012-12-23,15:45,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,W.B.|880-9647,No,No,56,No
674481,2012-12-24,12:59,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,Z.T.|880-7477,No,No,41,No
674524,2012-12-24,16:58,L196/AR,196,Lego,Antique Car,8 and up,1,7.95,4.45,Mastercard,W.B.|880-9647,No,No,38,Yes
674560,2012-12-25,12:49,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,V.W.|880-8599,No,No,23,No
674575,2012-12-25,18:46,L197/FS,199,Duplo,Scooter,4 and up,5,24.75,12.6,Cash,L.C.|880-6872,No,No,35,No
674624,2012-12-25,11:33,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,L.W.|880-4986,No,No,32,No
674655,2012-12-25,15:33,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Mastercard,S.V.|880-5987,No,No,48,No
674655,2012-12-25,15:33,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,S.V.|880-5987,No,No,48,No
